Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,Valor
4,2022-04-01,13,0.1113876837017922,0.0343087790110998,0.1891202719932001,-0.1772670328686975,-0.2881932630146308,0.0510887772194304,1.4488598171361855,0.902788844621514,1.8097514340344167,5.6393614
9,2022-04-06,13,0.1563771572190485,0.1311198649409116,0.2360975609756097,-0.1580387201218502,-0.2364709740898655,0.0522875816993464,1.3786358451606329,0.9006211180124224,1.6194158075601377,7.3021927
8,2022-04-11,13,0.1444554200233954,0.1113881961762261,0.2149165848871442,-0.1757990181957748,-0.2556808015745214,-0.0069252077562326,1.4328689073579337,1.0139470013947,1.6870192307692309,7.250565
12,2022-04-16,13,0.1703514460131537,0.1328545780969479,0.2241555783009212,-0.1750386183150467,-0.2465145754119138,-0.0401294498381877,1.428039849266211,1.083614295347269,1.654331370899916,6.3235817
10,2022-04-26,13,0.1704210509578629,0.1210293526336952,0.2405582922824302,-0.01680630292941,-0.0787792760823278,0.0505598914149983,1.034891639488884,0.9037467700258398,1.1710323574730357,3.7220933
11,2022-05-01,13,0.2332693151849995,0.169995129079396,0.3172731932342388,-0.1144808146222417,-0.2077747989276139,-0.0029092022661154,1.261876164084148,1.0058353808353808,1.5245346869712353,4.4319563
15,2022-05-11,13,0.2453641240473628,0.1132572431957857,0.3579702151130722,-0.1255649540718886,-0.2263300270513976,0.0149435803598658,1.291822144227064,0.9705528846153846,1.5850815850815851,5.555295
16,2022-05-16,13,0.2900418875035293,0.1661157024793388,0.4228971962616822,-0.1250233229573547,-0.2433484750162232,-0.0021945866861741,1.290526896762875,1.004398826979472,1.6432246998284734,7.015527
14,2022-05-21,13,0.2918284770892886,0.166824644549763,0.4094117647058823,-0.1020260346973634,-0.2228443449048152,0.0566411080880534,1.2342122737622891,0.8927902621722846,1.5734870317002885,7.0722632
20,2022-05-26,13,0.3155221877653913,0.201058201058201,0.4392405063291139,-0.031655191480572,-0.1712727956382778,0.1674796747967479,1.0781216280222468,0.713091922005571,1.4133393829401089,5.6280923
13,2022-05-31,13,0.3381183662511358,0.2210184182015168,0.4512123004139562,-0.07946689349893,-0.185595567867036,0.021594684385382,1.178787572774911,0.9577235772357724,1.45578231292517,6.013163
19,2022-06-05,13,0.3267291290664585,0.1731266149870801,0.4629913221031138,-0.0984584027977311,-0.2061302681992337,0.0062202707647274,1.2247347832260225,0.9876363636363636,1.5193050193050193,7.2417297
18,2022-06-10,13,0.3311179402174783,0.182911654914973,0.483743842364532,-0.0869293062327011,-0.1798968214345148,0.0097217566208514,1.195198338765778,0.9807436918990704,1.4387175324675323,6.6546965
24,2022-06-25,13,0.5160325653227833,0.3796923076923077,0.641652123327516,-0.0201554837459747,-0.1129251700680272,0.0894412577012959,1.0455087142371249,0.8358034321372855,1.2546012269938651,6.12604
22,2022-06-30,13,0.5102889001466657,0.3595706618962433,0.6579984239558707,-0.0120175177055695,-0.10550227158001,0.0924195223260643,1.028869587704243,0.8307984790874525,1.2358916478555304,5.818165
23,2022-07-05,13,0.5444024653332797,0.4136029411764705,0.6667406256933659,0.0371642384827848,-0.0608034744842562,0.1581868640148011,0.9331149789234636,0.7268370607028753,1.129479768786127,5.6756487
21,2022-07-10,13,0.5208205312486198,0.372568093385214,0.6818293582493238,0.0203952662243602,-0.0835892186966905,0.1447698744769874,0.9654004099130546,0.7470760233918129,1.182427401340283,6.9233246
26,2022-07-20,13,0.4932614787061804,0.3383958234456573,0.6404494382022472,0.0379677319749,-0.0809656758088356,0.1780671190170548,0.9336805520968994,0.6976961394769614,1.1761972837741244,6.8602767
30,2022-07-30,13,0.5696461472693568,0.4139194139194139,0.708313539192399,0.0954571002696456,-0.0523819788747574,0.2291915911809947,0.831122059149372,0.6270856507230256,1.110555050045496,5.497935
31,2022-08-04,13,0.5729328093228246,0.3977103036336485,0.6986301369863014,0.0930655535910788,-0.0370753578203138,0.2336448598130841,0.8344022544337428,0.6212121212121212,1.0770057306590255,6.1213098
29,2022-08-09,13,0.6070265064208764,0.4160664819944598,0.7653014265991717,0.1304862346324634,-0.0524909333842336,0.2544146500981033,0.7734376702561735,0.59436913451512,1.1107977437550365,5.8538513
34,2022-08-19,13,0.578815261570116,0.412484700122399,0.7526436781609196,0.1109477163798735,-0.0600692323355732,0.2830696735106024,0.8081066461288497,0.5587618048268626,1.1278162911611784,5.856288
35,2022-08-19,13,0.5810145347243139,0.4141291108404384,0.7574370709382151,0.1112349184371409,-0.0591572123176661,0.2868632707774799,0.8078206710558861,0.5541666666666667,1.1257536606373817,5.856288
33,2022-08-24,13,0.5671190380377789,0.4077669902912621,0.7417308563661078,0.0826405669128686,-0.0648785791953606,0.2699710441151422,0.8563043016135746,0.5748390557939914,1.1387596899224806,6.208996
37,2022-09-08,13,0.5947909068274938,0.4388984509466437,0.7783882783882784,0.1335284358973958,-0.022865142323845,0.3190694515197826,0.7690617477422089,0.5162203913491246,1.046800382043935,4.9201674
38,2022-09-13,13,0.5756520468377426,0.4209065679925994,0.7601149150107733,0.0814312827440155,-0.0801993656547349,0.2828476705636014,0.8557965655982126,0.559031556039173,1.174384236453202,4.9559274
36,2022-09-23,13,0.5902540904165416,0.4067357512953368,0.7419851243908695,0.0667275697125041,-0.0925423020681011,0.2453245324532453,0.8808121061745632,0.6060070671378092,1.203959484346225,4.496855
40,2022-10-03,13,0.5699503906909381,0.4069912609238452,0.7524920982251398,0.0386147469226745,-0.1132112620594605,0.2583798882681564,0.935351549525516,0.5893451720310766,1.2553285968028418,4.068487
