Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,Valor
16,2022-05-16,8,0.2563310772380801,0.1723329425556858,0.4079885877318117,-0.0587256863688009,-0.2750849027477616,0.1049226441631504,6.634955
14,2022-05-21,8,0.1855200444125517,0.1541964866623292,0.2515151515151515,-0.2604154458325778,-0.3176419779745195,-0.1584806810740013,6.268201
15,2022-05-26,8,0.2020815949449068,0.0756013745704467,0.358609794628752,-0.1192231083598996,-0.2470156106519742,0.0726447219069239,5.0353475
19,2022-06-05,8,0.2142980888222282,0.1651053864168618,0.3094083414161008,-0.2284201273949014,-0.2982328292949535,-0.138755980861244,6.74893
20,2022-06-10,8,0.2260465111709257,0.1586206896551724,0.3126272912423625,-0.229185503917,-0.3040946314831665,-0.1484576812034645,6.6018114
18,2022-06-20,8,0.2385666446312686,0.1765339074273412,0.3057633084029916,-0.0991802812833218,-0.1571235781762097,-0.0206236594621349,5.137292
17,2022-06-25,8,0.3283588374179728,0.1827751196172248,0.4840731070496084,-0.1345516979861964,-0.4185502727981294,0.0897376898297284,5.834705
21,2022-06-30,8,0.3216533187163093,0.1948051948051948,0.460197833254828,-0.1435790794588916,-0.2402003108271455,-0.0519877675840978,5.2296433
24,2022-07-05,8,0.3751496949830803,0.2441430332922318,0.5096391497775581,-0.1360149810693464,-0.2574366507528461,-0.0263032042085126,5.821026
25,2022-07-10,8,0.3911645184731485,0.2351097178683385,0.5532994923857868,-0.1227049376937444,-0.2511516491615994,-0.0021196804174139,6.6173306
22,2022-07-20,8,0.4513571054353034,0.2998160637645616,0.5890263582571275,-0.0599833922230431,-0.1987720644666155,0.0544351240406924,6.577692
30,2022-07-25,8,0.4304916553290135,0.3134479271991911,0.5278276481149012,0.032610640725325,-0.0857142857142857,0.1262200165425971,5.2912865
28,2022-07-30,8,0.5342798641392327,0.3621825023518344,0.6934731934731935,0.0046324187484152,-0.1438735177865612,0.1240201005025125,5.3640223
27,2022-08-09,8,0.6476018426515686,0.4677092383434694,0.7842023748064016,0.0811283030365997,-0.1129893238434163,0.2382658545324256,5.821786
26,2022-08-14,8,0.6227782718761615,0.2002042900919305,0.7433455961913006,0.1261052786153906,-0.0627473148671565,0.2626959247648903,4.309128
34,2022-08-19,8,0.632471628308612,0.4860524091293322,0.7382143797735053,0.2841287840248256,-0.1370481927710843,0.4529280948851,5.4715056
33,2022-08-24,8,0.6187368339900557,0.4337899543378995,0.7495495495495496,0.1189111785284611,0.0037355855124248,0.2579757085020243,5.9032273
32,2022-09-13,8,0.7048845476672692,0.5229450327786183,0.8212447356106691,0.1950828356868799,0.045658012533572,0.3538887926554651,4.602117
31,2022-09-23,8,0.7362549481041963,0.5727170236753101,0.8295019157088123,0.2203487716816941,0.0506982973024679,0.3729087965461414,4.214055
37,2022-10-13,8,0.7667929708655187,0.5572272971520688,0.8591817316841104,0.2720961467768426,0.066414380321665,0.4130395521040274,4.4506645
36,2022-10-28,8,0.7164913183113799,0.5754857997010463,0.800189095493224,0.4114573243583795,0.1711159737417943,0.5370866845397676,4.3675904
35,2022-11-02,8,0.6851588891961838,0.2678469446030839,0.7977124915900426,0.3535067853353388,0.0915640948664064,0.5111111111111111,2.9819264
40,2022-11-27,8,0.8061744201410593,0.6351459951781409,0.865359814289399,0.3363429921144366,0.1598984771573604,0.4201271979049756,2.9512036
41,2022-12-07,8,0.7415572091909802,0.5895522388059702,0.8072770891643343,0.3198183234746327,0.1309109009457441,0.4485387547649301,2.4831939
39,2022-12-22,8,0.7755375293951624,0.573734001112966,0.8389587469666887,0.3310644576929409,0.1377992355662844,0.4224049331963001,2.6765351
43,2022-12-27,8,0.7701043035710914,0.5409652076318743,0.8442028985507246,0.3164102104506219,0.0924715113020736,0.4035597529967308,2.6593611
45,2023-01-06,8,0.6866324066382767,0.4780827529700942,0.7743820224719101,0.2462496352582284,0.0560064935064935,0.3532133676092545,3.0615165
44,2023-01-16,8,0.7045883219316551,0.5129107981220657,0.7917485265225933,0.2687581326985147,0.0757354475276444,0.3696327425543577,3.1169145
47,2023-01-31,8,0.6488133215865823,0.4735028005170185,0.7381576647439259,0.2499883911178448,0.0812866423704642,0.3538123971475589,2.871845
46,2023-02-05,8,0.6714058177964841,0.4830436021658592,0.7626494940202392,0.2492804941273575,0.061548090965992,0.3575845762095307,3.3240013
49,2023-02-15,8,0.6035448602935509,0.461660497091486,0.6981639050604568,0.2338641980666931,0.0614704700683005,0.3865714923042605,4.4592023
52,2023-03-02,8,0.5801204265699812,0.3398257303946694,0.6801166747690812,0.1636054566920465,-0.0398530762167125,0.2688695652173913,6.0360613
51,2023-03-07,8,0.588858800961509,0.3739390913629555,0.6953762466001813,0.1725697539177703,-0.0400297896108732,0.277872485509717,4.690739
50,2023-03-12,8,0.5504947302472526,0.3391482811698307,0.6431172614712308,0.1356703408290274,-0.0392048591938155,0.2416302765647743,4.9784517
54,2023-03-17,8,0.5961505207293392,0.4030478192327903,0.6903846153846154,0.141465717041279,-0.0477908025247971,0.2420537897310513,5.026175
